sampleID	task	realtime_M	cpu	peak_rss_G
mg_sample_7	METABAT2	1.55	835.9	0.135546875
mg_sample_8	METABAT2	0.03333333333333333	854.4	0.09755859375
mg_sample_5	CONCOCT	12.15	1129.5	0.2798828125
mg_sample_9	METABAT2	1.6333333333333333	812.4	0.13857421875
mg_sample_8	CONCOCT	4.75	667.3	0.244140625
mg_sample_8	SEMIBIN2	5.4	354.8	10.0
mg_sample_7	SEMIBIN2	6.9	415.3	14.6
mg_sample_7	COMEBIN	102.38333333333334	644.9	14.1
mg_sample_14	CONCOCT	49.05	1384.7	0.424609375
mg_sample_9	SEMIBIN2	7.0	396.2	14.6
mg_sample_9	CONCOCT	11.216666666666667	1083.6	0.22978515625
mg_sample_7	CONCOCT	13.716666666666667	1135.4	0.26181640625
mg_sample_17	COMEBIN	244.43333333333334	690.7	14.6
mg_sample_6	CONCOCT	36.4	1377.4	0.3638671875
mg_sample_22	CONCOCT	37.916666666666664	1356.1	0.3759765625
mg_sample_9	COMEBIN	103.86666666666666	655.7	14.2
mg_sample_6	COMEBIN	179.95	686.7	14.4
mg_sample_22	COMEBIN	191.91666666666666	667.0	14.6
mg_sample_19	COMEBIN	252.01666666666668	691.0	14.7
mg_sample_21	BINNY	291.3333333333333	67.9	1.1
mg_sample_2	BINNY	270.8333333333333	69.0	1.1
mg_sample_8	BINNY	228.93333333333334	65.3	1.1
mg_sample_7	BINNY	309.05	72.5	1.3
mg_sample_1	BINNY	409.4	49.4	1.2
mg_sample_20	BINNY	397.4166666666667	73.9	1.5
mg_sample_12	BINNY	586.0333333333333	77.7	1.9
mg_sample_9	BINNY	304.4166666666667	71.5	1.3
mg_sample_11	BINNY	627.3333333333334	74.7	1.8
mg_sample_6	BINNY	433.43333333333334	77.5	1.7
mg_sample_15	BINNY	610.2666666666667	79.3	2.0
mg_sample_17	BINNY	588.3833333333333	79.4	2.0
mg_sample_14	BINNY	632.15	82.0	2.2
mg_sample_5	BINNY	574.9166666666666	56.9	1.6
mg_sample_22	BINNY	621.2333333333333	81.7	2.0
mg_sample_19	BINNY	545.6	80.6	2.1
p_sample_11	MAXBIN2	21.133333333333333	778.8	2.9
p_sample_10	MAXBIN2	24.383333333333333	674.1	3.0
p_sample_12	MAXBIN2	22.616666666666667	782.6	3.0
p_sample_0	MAXBIN2	27.35	619.4	3.0
p_sample_14	MAXBIN2	19.966666666666665	793.4	0.54404296875
p_sample_13	MAXBIN2	22.366666666666667	711.3	0.81103515625
p_sample_15	MAXBIN2	22.85	701.6	3.0
p_sample_16	MAXBIN2	23.266666666666666	743.0	0.658203125
p_sample_19	MAXBIN2	25.85	660.8	2.9
p_sample_2	MAXBIN2	24.566666666666666	670.2	2.9
p_sample_17	MAXBIN2	23.283333333333335	689.2	3.0
p_sample_18	MAXBIN2	23.95	683.0	3.1
p_sample_1	MAXBIN2	22.3	679.8	3.1
p_sample_3	MAXBIN2	25.883333333333333	616.4	3.2
p_sample_4	MAXBIN2	23.166666666666668	661.7	3.1
p_sample_5	MAXBIN2	24.633333333333333	652.1	3.0
p_sample_6	MAXBIN2	22.483333333333334	692.5	3.1
p_sample_7	MAXBIN2	24.083333333333332	686.0	3.1
p_sample_8	MAXBIN2	20.116666666666667	777.4	3.1
p_sample_9	MAXBIN2	21.1	744.3	3.0
p_sample_0	METABAT2	3.9166666666666665	875.2	0.304296875
p_sample_10	METABAT2	1.55	872.1	0.20205078125
p_sample_0	SEMIBIN2	12.466666666666667	562.9	35.8
p_sample_10	CONCOCT	9.733333333333333	1035.5	0.33955078125
p_sample_11	METABAT2	1.3166666666666667	865.5	0.20224609375
p_sample_10	SEMIBIN2	10.1	489.3	23.2
p_sample_0	CONCOCT	15.65	1141.7	0.42333984375
p_sample_11	SEMIBIN2	9.45	523.6	18.1
p_sample_11	CONCOCT	10.6	1048.5	0.34912109375
p_sample_12	METABAT2	1.1666666666666667	866.9	0.200390625
p_sample_14	CONCOCT	7.183333333333334	822.7	0.30234375
p_sample_14	SEMIBIN2	8.783333333333333	543.6	18.6
p_sample_12	SEMIBIN2	10.05	543.4	20.5
p_sample_14	METABAT2	1.1166666666666667	796.7	0.18583984375
p_sample_13	METABAT2	1.5166666666666666	865.0	0.23896484375
p_sample_12	CONCOCT	16.283333333333335	1150.3	0.35556640625
p_sample_13	SEMIBIN2	10.816666666666666	539.9	19.7
p_sample_13	CONCOCT	13.7	1153.4	0.3580078125
p_sample_15	METABAT2	1.9333333333333333	782.0	0.23408203125
p_sample_15	CONCOCT	11.45	1071.8	0.3662109375
p_sample_16	METABAT2	1.9666666666666668	795.7	0.24404296875
p_sample_15	SEMIBIN2	10.266666666666667	534.1	24.5
p_sample_16	CONCOCT	9.033333333333333	975.8	0.37353515625
p_sample_19	METABAT2	1.9166666666666665	805.3	0.22119140625
p_sample_2	METABAT2	3.3	797.8	0.26484375
p_sample_16	SEMIBIN2	10.933333333333334	557.5	23.0
p_sample_0	METABINNER	59.5	367.6	3.3
p_sample_19	SEMIBIN2	10.666666666666666	525.2	22.6
p_sample_14	METABINNER	42.56666666666667	326.1	3.0
p_sample_10	METABINNER	60.95	296.7	3.7
p_sample_2	SEMIBIN2	11.283333333333333	550.0	28.8
p_sample_17	METABAT2	1.3666666666666667	826.7	0.23369140625
p_sample_19	CONCOCT	19.833333333333332	1242.9	0.3736328125
p_sample_18	METABAT2	1.9	898.0	0.26513671875
p_sample_17	SEMIBIN2	11.166666666666666	584.2	16.5
p_sample_17	CONCOCT	14.083333333333334	1048.5	0.3015625
p_sample_1	METABAT2	2.066666666666667	787.8	0.22490234375
p_sample_11	METABINNER	64.71666666666667	286.3	3.7
p_sample_3	METABAT2	2.45	776.3	0.2396484375
p_sample_12	METABINNER	61.416666666666664	298.6	3.7
p_sample_2	CONCOCT	26.766666666666666	1330.0	0.334765625
p_sample_18	CONCOCT	11.65	1062.6	0.3763671875
p_sample_18	SEMIBIN2	11.3	557.9	27.4
p_sample_1	SEMIBIN2	10.316666666666666	523.5	21.1
p_sample_5	METABAT2	4.016666666666667	857.1	0.26728515625
p_sample_4	METABAT2	2.6833333333333336	831.4	0.24892578125
p_sample_3	CONCOCT	14.7	1134.6	0.33271484375
p_sample_3	SEMIBIN2	11.35	531.5	21.9
p_sample_5	SEMIBIN2	10.733333333333333	511.0	39.0
p_sample_19	METABINNER	48.53333333333333	361.6	3.7
p_sample_6	METABAT2	1.5166666666666666	826.5	0.23525390625
p_sample_16	METABINNER	50.65	400.2	3.0
p_sample_4	SEMIBIN2	10.983333333333333	472.7	26.3
p_sample_5	CONCOCT	16.9	1202.8	0.408984375
p_sample_13	METABINNER	66.48333333333333	313.9	3.0
p_sample_4	CONCOCT	14.616666666666667	1126.6	0.38583984375
p_sample_1	CONCOCT	27.066666666666666	1318.9	0.3478515625
p_sample_15	METABINNER	59.1	322.7	3.7
p_sample_7	METABAT2	2.4166666666666665	815.1	0.2455078125
p_sample_8	METABAT2	0.05	839.7	0.19482421875
p_sample_6	SEMIBIN2	10.65	556.9	18.8
p_sample_6	CONCOCT	13.7	1134.6	0.30068359375
p_sample_2	METABINNER	48.31666666666667	438.2	3.0
p_sample_7	SEMIBIN2	11.116666666666667	516.8	25.2
p_sample_8	CONCOCT	8.883333333333333	963.6	0.3291015625
p_sample_8	SEMIBIN2	9.166666666666666	529.4	19.2
p_sample_7	CONCOCT	17.0	1209.0	0.31708984375
p_sample_9	SEMIBIN2	9.95	529.4	16.3
p_sample_17	METABINNER	56.28333333333333	364.5	3.5
p_sample_9	CONCOCT	15.833333333333334	1187.5	0.33740234375
p_sample_9	METABAT2	1.3666666666666667	810.2	0.205078125
p_sample_1	METABINNER	54.266666666666666	324.6	3.4
p_sample_3	METABINNER	49.733333333333334	382.7	3.1
p_sample_18	METABINNER	66.48333333333333	325.0	3.7
p_sample_4	METABINNER	45.5	413.7	3.0
p_sample_5	METABINNER	57.266666666666666	334.8	3.8
p_sample_8	METABINNER	49.43333333333333	311.7	3.1
p_sample_7	METABINNER	53.38333333333333	358.1	3.8
p_sample_6	METABINNER	56.71666666666667	366.0	3.8
p_sample_12	COMEBIN	132.8	635.6	14.2
p_sample_9	METABINNER	58.2	308.0	3.0
p_sample_10	COMEBIN	168.9	669.4	14.3
p_sample_11	COMEBIN	172.5	671.4	14.2
p_sample_13	COMEBIN	156.65	647.2	14.4
p_sample_15	COMEBIN	154.43333333333334	639.6	14.4
p_sample_14	COMEBIN	179.36666666666667	684.3	14.1
p_sample_19	COMEBIN	159.91666666666666	653.7	14.5
p_sample_17	COMEBIN	154.15	649.2	14.2
p_sample_18	COMEBIN	156.56666666666666	640.7	14.4
p_sample_2	COMEBIN	167.38333333333333	655.2	14.4
p_sample_16	COMEBIN	189.21666666666667	682.9	14.5
p_sample_3	COMEBIN	157.66666666666666	661.7	14.3
p_sample_9	COMEBIN	148.83333333333334	655.6	14.2
p_sample_7	COMEBIN	168.28333333333333	669.8	14.4
p_sample_1	COMEBIN	199.26666666666668	693.6	14.4
p_sample_8	COMEBIN	165.66666666666666	654.4	14.1
p_sample_6	COMEBIN	206.11666666666667	676.9	14.3
p_sample_4	COMEBIN	226.75	680.8	14.3
p_sample_0	COMEBIN	320.9166666666667	706.2	14.5
p_sample_5	COMEBIN	246.48333333333332	692.5	14.6
p_sample_14	BINNY	403.9	74.6	1.4
p_sample_11	BINNY	436.8	79.5	2.4
p_sample_12	BINNY	492.8333333333333	77.5	1.4
p_sample_15	BINNY	481.6666666666667	77.3	1.7
p_sample_13	BINNY	519.3	79.2	1.6
p_sample_9	BINNY	477.71666666666664	79.1	1.5
p_sample_4	BINNY	499.15	79.9	1.8
p_sample_16	BINNY	543.3833333333333	77.7	1.8
p_sample_19	BINNY	538.9666666666667	80.6	1.7
p_sample_5	BINNY	508.53333333333336	80.7	2.1
p_sample_17	BINNY	532.2833333333333	78.9	1.5
p_sample_6	BINNY	510.5833333333333	80.5	1.5
p_sample_2	BINNY	552.7333333333333	79.5	1.8
p_sample_0	BINNY	626.8333333333334	82.4	2.2
p_sample_10	BINNY	658.5166666666667	55.8	1.6
p_sample_1	BINNY	642.15	57.8	1.6
p_sample_8	BINNY	612.5166666666667	57.3	1.3
p_sample_3	BINNY	672.8	60.1	1.5
p_sample_7	BINNY	545.5166666666667	80.5	1.7
p_sample_18	BINNY	552.8666666666667	81.5	1.7
s_sample_12	MAXBIN2	23.266666666666666	682.9	0.44755859375
s_sample_11	MAXBIN2	27.083333333333332	670.4	0.57744140625
s_sample_14	MAXBIN2	22.816666666666666	661.3	0.39970703125
s_sample_12	METABAT2	2.3666666666666667	903.3	0.16162109375
s_sample_25	MAXBIN2	18.116666666666667	736.5	0.649609375
s_sample_28	MAXBIN2	12.266666666666667	838.6	0.5828125
s_sample_11	METABAT2	1.8666666666666667	911.3	0.18447265625
s_sample_12	SEMIBIN2	6.85	454.8	28.0
s_sample_14	METABAT2	1.9333333333333333	900.7	0.1666015625
s_sample_15	METABAT2	2.783333333333333	899.2	0.21962890625
s_sample_26	MAXBIN2	24.166666666666668	697.1	0.4537109375
s_sample_21	MAXBIN2	12.233333333333333	975.1	0.38896484375
s_sample_13	METABAT2	2.25	946.3	0.2033203125
s_sample_11	SEMIBIN2	7.866666666666667	542.0	26.5
s_sample_16	MAXBIN2	25.7	666.7	0.75126953125
s_sample_14	SEMIBIN2	6.5	536.1	23.0
s_sample_25	METABAT2	0.05	923.9	0.12236328125
s_sample_17	MAXBIN2	20.766666666666666	737.1	0.42705078125
s_sample_18	MAXBIN2	16.966666666666665	777.2	0.3609375
s_sample_19	MAXBIN2	16.516666666666666	775.1	0.45322265625
s_sample_15	MAXBIN2	32.45	621.7	0.8099609375
s_sample_29	MAXBIN2	21.233333333333334	759.8	0.43828125
s_sample_26	METABAT2	2.033333333333333	904.6	0.16943359375
s_sample_13	MAXBIN2	33.4	642.4	0.45537109375
s_sample_28	METABAT2	0.1	889.9	0.08671875
s_sample_10	MAXBIN2	27.966666666666665	591.3	0.6818359375
s_sample_25	SEMIBIN2	5.916666666666667	495.3	15.4
s_sample_10	METABAT2	2.9166666666666665	845.3	0.2044921875
s_sample_16	METABAT2	2.6833333333333336	908.6	0.18994140625
s_sample_15	SEMIBIN2	8.533333333333333	541.2	36.6
s_sample_13	SEMIBIN2	7.6	518.4	37.1
s_sample_23	MAXBIN2	18.666666666666668	662.1	0.40986328125
s_sample_24	MAXBIN2	18.55	771.4	0.63662109375
s_sample_25	CONCOCT	8.45	1097.6	0.31728515625
s_sample_27	METABAT2	3.2	822.6	0.20244140625
s_sample_11	CONCOCT	16.1	1223.7	0.3673828125
s_sample_26	SEMIBIN2	6.683333333333334	499.2	28.1
s_sample_10	SEMIBIN2	7.55	568.1	27.9
s_sample_16	SEMIBIN2	6.65	557.5	29.6
s_sample_28	SEMIBIN2	4.816666666666666	456.1	10.8
s_sample_18	SEMIBIN2	5.6	477.9	15.3
s_sample_28	CONCOCT	7.75	1104.4	0.25126953125
s_sample_27	MAXBIN2	29.016666666666666	660.8	0.592578125
s_sample_22	MAXBIN2	22.9	771.4	0.66123046875
s_sample_27	SEMIBIN2	7.383333333333334	537.1	32.7
s_sample_14	CONCOCT	19.133333333333333	1324.8	0.320703125
s_sample_18	CONCOCT	13.283333333333333	1276.3	0.28701171875
s_sample_12	CONCOCT	28.85	1291.9	0.339453125
s_sample_20	MAXBIN2	32.43333333333333	672.1	0.43232421875
s_sample_18	METABAT2	0.1	903.9	0.11748046875
s_sample_26	CONCOCT	24.416666666666668	1344.4	0.35615234375
s_sample_15	CONCOCT	31.066666666666666	1347.7	0.3890625
s_sample_14	METABINNER	40.083333333333336	344.8	2.0
s_sample_10	CONCOCT	36.333333333333336	1317.9	0.3720703125
s_sample_13	CONCOCT	39.9	1414.2	0.3921875
s_sample_28	METABINNER	34.483333333333334	193.6	2.0
s_sample_12	METABINNER	47.86666666666667	312.1	2.0
s_sample_16	CONCOCT	40.18333333333333	1417.6	0.3455078125
s_sample_11	METABINNER	50.666666666666664	307.8	2.6
s_sample_13	METABINNER	49.61666666666667	388.1	2.2
s_sample_25	METABINNER	48.916666666666664	231.0	1.8
s_sample_27	CONCOCT	43.43333333333333	1353.0	0.37548828125
s_sample_26	METABINNER	48.86666666666667	309.3	2.1
s_sample_16	METABINNER	50.63333333333333	303.1	2.2
s_sample_18	METABINNER	42.15	263.6	2.2
s_sample_10	METABINNER	55.233333333333334	319.8	2.2
s_sample_27	METABINNER	50.03333333333333	337.8	2.5
s_sample_15	METABINNER	59.0	344.1	2.2
s_sample_17	METABINNER	42.61666666666667	282.0	2.4
s_sample_19	METABINNER	32.93333333333333	306.0	2.1
s_sample_17	METABAT2	1.55	877.2	0.1486328125
s_sample_21	METABINNER	26.083333333333332	225.0	1.8
s_sample_28	COMEBIN	82.56666666666666	664.3	14.1
s_sample_29	METABINNER	43.28333333333333	279.0	2.0
s_sample_17	CONCOCT	18.416666666666668	1350.2	0.3123046875
s_sample_17	SEMIBIN2	6.433333333333334	485.0	20.0
s_sample_29	SEMIBIN2	5.716666666666667	532.3	21.0
s_sample_29	METABAT2	1.4333333333333333	865.4	0.140625
s_sample_19	METABAT2	0.03333333333333333	929.3	0.11572265625
s_sample_23	METABINNER	48.06666666666667	259.1	2.1
s_sample_21	METABAT2	0.08333333333333333	845.1	0.07548828125
s_sample_29	CONCOCT	16.216666666666665	1294.0	0.3115234375
s_sample_24	METABAT2	0.13333333333333333	813.9	0.12958984375
s_sample_23	METABAT2	1.8	901.2	0.14423828125
s_sample_21	SEMIBIN2	4.133333333333334	488.7	10.3
s_sample_21	CONCOCT	4.2	818.1	0.24541015625
s_sample_19	SEMIBIN2	5.233333333333333	520.6	13.1
s_sample_19	CONCOCT	8.25	1098.9	0.28916015625
s_sample_22	METABAT2	2.783333333333333	799.2	0.18720703125
s_sample_23	SEMIBIN2	5.6	495.3	25.9
s_sample_20	METABAT2	3.183333333333333	836.6	0.1775390625
s_sample_24	SEMIBIN2	6.0	505.3	13.5
s_sample_22	SEMIBIN2	6.883333333333333	562.6	27.3
s_sample_20	SEMIBIN2	7.3	491.7	33.0
s_sample_24	CONCOCT	12.783333333333333	1238.2	0.28681640625
s_sample_22	CONCOCT	19.8	1305.6	0.35205078125
s_sample_23	CONCOCT	30.05	1374.5	0.343359375
s_sample_25	COMEBIN	172.98333333333332	710.9	14.2
s_sample_20	CONCOCT	31.516666666666666	1398.4	0.37578125
s_sample_21	COMEBIN	89.11666666666666	655.0	14.0
s_sample_24	METABINNER	38.68333333333333	266.4	2.0
s_sample_18	COMEBIN	174.66666666666666	709.8	14.3
s_sample_22	METABINNER	43.75	333.3	2.4
s_sample_20	METABINNER	55.61666666666667	319.4	2.3
s_sample_19	COMEBIN	149.98333333333332	708.3	14.2
s_sample_14	COMEBIN	225.95	721.4	14.4
s_sample_17	COMEBIN	212.96666666666667	720.8	14.4
s_sample_29	COMEBIN	207.25	720.5	14.3
s_sample_11	COMEBIN	278.1166666666667	728.2	14.4
s_sample_28	BINNY	271.15	72.5	1.2
s_sample_16	COMEBIN	285.3	736.0	14.5
s_sample_26	COMEBIN	293.1166666666667	744.9	14.4
s_sample_12	COMEBIN	306.75	731.7	14.5
s_sample_27	COMEBIN	314.23333333333335	733.9	14.5
s_sample_15	COMEBIN	327.21666666666664	738.7	14.8
s_sample_10	COMEBIN	326.93333333333334	743.6	14.6
s_sample_21	BINNY	263.51666666666665	70.6	1.1
s_sample_24	COMEBIN	215.0	732.8	14.2
s_sample_18	BINNY	341.5833333333333	72.5	1.5
s_sample_23	COMEBIN	272.31666666666666	742.9	14.4
s_sample_25	BINNY	360.9166666666667	74.4	1.5
s_sample_19	BINNY	352.81666666666666	72.2	1.3
s_sample_13	COMEBIN	414.8	760.0	14.7
s_sample_17	BINNY	391.6666666666667	71.9	1.6
s_sample_29	BINNY	390.53333333333336	71.7	1.6
s_sample_26	BINNY	445.6166666666667	75.2	1.8
s_sample_20	COMEBIN	314.06666666666666	743.7	14.6
s_sample_23	BINNY	378.55	73.8	1.8
s_sample_14	BINNY	470.01666666666665	75.9	1.8
s_sample_11	BINNY	483.7	78.0	1.9
s_sample_16	BINNY	480.18333333333334	74.2	2.0
s_sample_22	COMEBIN	352.43333333333334	737.0	14.5
s_sample_27	BINNY	501.4166666666667	78.1	2.0
s_sample_13	BINNY	535.2833333333333	79.1	2.3
s_sample_10	BINNY	534.75	79.7	2.1
s_sample_15	BINNY	563.7166666666667	77.2	2.2
s_sample_20	BINNY	494.0	74.9	2.1
s_sample_22	BINNY	498.75	74.0	1.8
s_sample_24	BINNY	516.0166666666667	52.2	1.4
s_sample_12	BINNY	665.4833333333333	52.9	2.0
